"Fisher_pvalue" "genomic_RC_A" "genomic_RC_B" "transcript_RC_A" "transcript_RC_B"
"1" NA 40 0 31 3
"2" 0.704778055132819 69 5 31 3
"3" NA 0 55 0 64
"4" 0.398469479555575 28 3 14 4
"5" NA 0 50 1 37
"6" 0.183455370773602 30 32 10 21
"7" 0.15310317811228 36 7 38 16
"8" 0.649338150874586 4 40 1 23
"9" 1 34 2 37 3
"10" 0.721107849140038 50 6 23 4
"11" NA 42 0 19 0
"12" 1 17 29 8 14
"13" 0.693518295592104 3 48 3 68
"14" 1 32 8 28 6
"15" NA 0 60 0 47
"16" NA 38 0 52 0
"17" 1 38 7 57 10
"18" 0.289180020181495 25 53 4 18
"19" 0.645739559678412 4 58 1 40
"20" 0.8467631234365 29 22 30 25
"21" 0.648944518421864 18 26 13 25
"22" NA 46 0 29 0
"23" 0.227768540551878 34 30 27 14
"24" NA 55 0 54 0
"25" 0.603867463731137 1 45 2 40
"26" NA 21 0 45 0
"27" NA 0 41 0 34
"28" 0.242105263157895 3 37 0 36
"29" 1 3 33 4 35
"30" NA 62 0 41 0
"31" NA 0 30 1 39
"32" NA 30 0 48 0
"33" 1 2 70 0 34
"34" 0.520336605890603 55 2 36 0
"35" NA 0 36 0 76
"36" 0.649084110546203 4 55 1 33
"37" 1 19 14 29 22
"38" 1 18 22 13 16
"39" 1 9 48 3 19
"40" NA 67 0 52 0
"41" 1 52 11 29 6
"42" 1 64 2 48 1
"43" NA 61 0 47 0
"44" NA 38 0 39 0
"45" NA 0 32 0 27
"46" 0.812726320472102 27 28 14 12
"47" 0.419388230168909 6 65 1 35
"48" NA 38 0 46 0
"49" 0.52395924875906 16 6 30 7
"50" 0.74978681726248 48 17 12 3
"51" 0.303490340494426 6 31 3 36
"52" 1 1 54 0 27
"53" 0.404962538193443 45 4 17 3
"54" NA 0 66 0 30
"55" NA 49 0 41 0
"56" NA 0 44 0 56
"57" 1 1 50 0 28
"58" 0.717595104566228 6 42 4 19
"59" 0.71530764478206 5 36 4 20
"60" 0.251932989690722 3 51 0 43
"61" 0.789196478990947 57 8 60 7
"62" 1 31 5 46 9
"63" 1 1 37 1 42
"64" NA 0 50 0 33
"65" 0.038502052852534 39 15 35 32
"66" 0.493333333333333 36 1 38 0
"67" 0.538730343622598 64 2 36 0
"68" NA 0 28 0 34
"69" 0.590766225362792 40 9 26 8
"70" 0.821849837261869 13 34 14 32
"71" 0.250371174610946 42 6 27 1
"72" NA 51 0 25 0
"73" 0.546969199125627 26 36 15 27
"74" 0.631767075938462 18 26 14 15
"75" 0.0794549845542814 36 4 28 10
"76" 1 4 42 2 20
"77" 0.463281459966029 36 4 49 3
"78" 1 72 3 40 1
"79" 0.811291816670457 20 37 9 21
"80" NA 0 43 0 29
"81" 0.362683841199654 51 1 48 3
"82" 1 8 55 3 20
"83" 0.784328941232059 9 19 10 27
"84" 1 2 53 1 46
"85" 0.138835293421367 5 40 8 25
"86" NA 0 66 0 44
"87" NA 51 0 24 0
"88" 1 5 39 1 11
"89" 1 10 28 10 29
"90" 0.54228855721393 2 42 0 23
"91" 0.000880535482444024 22 15 5 24
"92" 1 32 1 35 1
"93" 1 45 4 26 2
"94" 0.811310345124465 41 9 47 13
"95" NA 0 30 0 49
"96" 0.449611563841241 73 9 23 1
"97" NA 41 0 49 0
"98" 0.000456537153080109 19 31 35 12
"99" 1 27 16 29 17
"100" NA 0 41 0 43
"101" 0.274886823850107 17 23 12 8
"102" NA 23 0 41 0
"103" 1 1 66 1 32
"104" NA 0 25 0 43
"105" 0.0086595020461362 27 13 29 2
"106" 0.463166858571376 68 10 45 10
"107" 0.485808700392222 15 17 17 28
"108" 0.210354236854194 57 5 55 1
"109" 0.332173265035273 2 54 3 26
"110" 0.0207483628788971 23 19 31 8
"111" NA 48 0 28 0
"112" NA 54 0 15 0
"113" 0.817238939255907 14 27 13 29
"114" 1 37 3 34 2
"115" 0.776809135853519 7 32 8 47
"116" 0.0366363556356177 11 57 14 27
"117" 1 38 17 28 12
"118" 0.0478532297313627 11 11 10 34
"119" 0.454037226984905 33 33 29 21
"120" 0.270860294289694 9 53 1 23
"121" 1 39 12 16 5
"122" NA 0 33 0 45
"123" 0.396225888322817 12 45 4 28
"124" NA 42 0 32 0
"125" 0.357595208331147 8 40 4 41
"126" 1 1 48 2 47
"127" 0.151360718245514 17 67 5 45
"128" NA 0 59 0 37
"129" 0.751987871740153 12 27 4 14
"130" NA 0 45 0 23
"131" 0.320647167676077 24 23 9 16
"132" 0.0419605896058642 30 14 16 20
"133" 0.22246835443038 36 2 42 0
"134" 0.378351185664347 10 41 4 33
"135" 0.289692288467826 22 10 32 8
"136" 0.555784250708555 7 17 9 33
"137" NA 0 60 0 41
"138" NA 0 55 0 16
"139" 0.261807666215398 20 12 21 6
"140" 1 36 1 32 0
"141" NA 0 30 0 47
"142" NA 37 0 48 0
"143" 0.694506697840041 45 3 34 4
"144" NA 0 39 0 35
"145" NA 0 48 0 53
"146" 1 6 32 6 31
"147" NA 0 50 0 16
"148" 0.26950998185118 3 32 0 23
"149" NA 0 50 0 62
"150" 0.579176310958576 1 37 2 28
"151" 0.214970634559202 12 42 21 40
"152" 0.190679870426781 38 4 25 7
"153" 1 43 25 21 11
"154" 0.140326670936016 3 42 10 48
"155" 1 11 27 6 16
"156" NA 0 39 0 39
"157" 0.256414936900646 5 49 4 17
"158" 0.79262129589644 10 20 11 28
"159" 0.667610314245314 56 6 23 1
"160" NA 47 0 29 0
"161" 0.316241837332038 5 46 0 18
"162" 0.0936463162174407 28 10 37 30
"163" 0.460526315789474 41 1 14 1
"164" 0.0238159411378095 21 7 41 2
"165" NA 0 29 0 34
"166" NA 0 57 2 15
"167" NA 67 0 33 0
"168" 0.246587698127083 5 43 2 53
"169" 1 35 11 18 5
"170" 0.747267868295824 35 7 28 4
"171" 0.652528726187506 35 27 19 11
"172" 0.152166178516881 34 15 28 24
"173" NA 0 32 0 55
"174" 0.557544963136415 27 21 10 5
"175" 0.310014653558872 19 33 6 19
"176" NA 0 36 0 33
"177" 0.547887162652212 45 3 21 0
"178" 0.256613616426706 11 44 4 38
"179" NA 0 78 0 51
"180" NA 49 0 26 0
"181" NA 0 73 0 58
"182" 0.663511089055999 3 41 3 23
"183" NA 0 52 0 33
"184" NA 0 53 0 105
"185" NA 31 0 49 0
"186" NA 0 50 0 29
"187" 0.473369090326477 30 48 7 17
"188" 0.306594265498375 29 3 42 1
"189" 0.58579517337 19 14 16 8
"190" 0.0585937839917669 20 19 10 26
"191" 0.236476308033352 72 1 32 2
"192" 0.143736000067681 45 17 25 18
"193" NA 60 0 45 2
"194" 0.0261087408082615 6 22 14 13
"195" NA 0 83 0 13
"196" 1 16 11 23 18
"197" 0.392019300798001 41 2 28 4
"198" 1 29 4 19 2
"199" NA 0 49 0 70
"200" NA 0 31 0 53
"201" NA 0 39 0 59
"202" 0.376625941009503 4 38 1 32
"203" 0.132301824110246 2 41 3 14
"204" 0.310136832363829 41 5 18 0
"205" 0.195891065456283 2 39 0 51
"206" NA 0 55 0 31
"207" 1 61 3 40 1
"208" NA 55 0 76 0
"209" 0.00581751377832211 4 17 0 51
"210" 1 36 2 51 4
"211" NA 41 0 17 0
"212" NA 40 0 47 0
"213" 0.571364201395725 10 28 6 26
"214" 0.410840382267571 33 11 16 9
"215" NA 26 0 36 0
"216" 0.494677871148459 42 2 41 0
"217" NA 64 0 48 0
"218" NA 0 62 0 62
"219" NA 69 0 38 0
"220" 1 42 1 50 1
"221" 0.590146316647235 8 31 10 26
"222" 1 5 61 3 41
"223" 0.0147062461892693 30 9 35 1
"224" 0.265857302787768 29 45 24 24
"225" NA 0 48 0 59
"226" 0.0126826984612808 6 49 9 16
"227" 0.0690689550904525 27 10 30 3
"228" 1 23 13 32 18
"229" 0.618447351811044 3 48 1 46
"230" NA 0 50 0 33
"231" NA 45 0 27 0
"232" 0.598623572372674 14 20 9 19
"233" 0.489088097026981 36 15 22 13
"234" 1 1 62 1 48
"235" NA 45 0 33 0
"236" NA 0 65 0 25
"237" 1 63 5 76 6
"238" 1 1 31 0 20
"239" NA 0 46 0 21
"240" NA 39 0 51 0
"241" 1 3 68 1 19
"242" NA 35 0 33 2
"243" 0.704196534847347 2 25 6 43
"244" 0.297960991788766 13 23 30 33
"245" NA 0 64 1 51
"246" 0.668393417579927 29 21 20 18
"247" 0.313926043885602 6 17 6 38
"248" 1 1 35 0 31
"249" 0.379722818902683 11 36 18 37
"250" 1 43 5 37 5
"251" 0.138688189326235 17 40 18 22
"252" NA 0 48 0 32
"253" 0.169910148041733 19 32 4 17
"254" 0.787992328050678 8 35 8 42
"255" 1 16 18 26 29
"256" NA 0 57 0 42
"257" 0.635946111451316 1 29 3 39
"258" 0.00014756828603629 17 31 42 15
"259" NA 52 0 30 2
"260" NA 58 0 31 0
